PMU_SegArb_ExampleB,VMeasCh1,IMeasCh1,VMeasCh2,IMeasCh2,TimeOutput,StatusCh1,StatusCh2,G,R,R_AV
0,-21.0833E-6,1.1602E-6,923.0944E-6,-1.2077E-6,000.0000E+0,,,-1.3083E-3,-764.3309E+0,239.7561E+3
,4.2875E-3,613.0623E-9,923.0944E-6,-659.1874E-9,5.0000E-9,,,-714.1061E-6,-1.4004E+3,
,-4.3297E-3,746.7107E-9,5.3055E-3,711.4053E-9,10.0000E-9,,,134.0883E-6,7.4578E+3,
,-2.8935E-3,198.3870E-9,923.0944E-6,986.3974E-9,15.0000E-9,,,1.0686E-3,935.8241E+0,
,-2.8935E-3,61.1569E-9,-1.9985E-3,575.4866E-9,20.0000E-9,,,-287.9583E-6,-3.4727E+3,
,8.5961E-3,-1.0319E-6,3.8447E-3,163.1198E-9,25.0000E-9,,,42.4272E-6,23.5698E+3,
,-4.3297E-3,-1.0373E-6,2.3839E-3,163.3624E-9,30.0000E-9,,,68.5275E-6,14.5927E+3,
,-10.0745E-3,-627.9787E-9,2.3839E-3,163.3624E-9,35.0000E-9,,,68.5275E-6,14.5927E+3,
,4.2875E-3,-759.2389E-9,2.3839E-3,-933.6943E-9,40.0000E-9,,,-391.6675E-6,-2.5532E+3,
,-21.0833E-6,-1.0355E-6,-537.7064E-6,-796.0768E-9,45.0000E-9,,,1.4805E-3,675.4453E+0,
,1.4151E-3,-897.6631E-9,5.3055E-3,-111.3871E-9,50.0000E-9,,,-20.9947E-6,-47.6312E+3,
,-2.8935E-3,-213.3034E-9,2.3839E-3,300.4944E-9,55.0000E-9,,,126.0519E-6,7.9332E+3,
,-2.8935E-3,-213.3034E-9,-1.9985E-3,-1.0701E-6,60.0000E-9,,,535.4488E-6,1.8676E+3,
,4.2875E-3,201.3719E-9,-3.4593E-3,27.2009E-9,65.0000E-9,,,-7.8631E-6,-127.1761E+3,
,-1.4573E-3,747.9043E-9,3.8447E-3,437.3839E-9,70.0000E-9,,,113.7629E-6,8.7902E+3,
,-21.0833E-6,885.7317E-9,-3.4593E-3,27.2009E-9,75.0000E-9,,,-7.8631E-6,-127.1761E+3,
,5.7237E-3,476.4292E-9,-1.9985E-3,-658.7021E-9,80.0000E-9,,,329.5971E-6,3.0340E+3,
,-2.8935E-3,198.3870E-9,8.2271E-3,-523.2686E-9,85.0000E-9,,,-63.6030E-6,-15.7225E+3,
,-21.0833E-6,-74.8792E-9,-537.7064E-6,-247.5485E-9,90.0000E-9,,,460.3787E-6,2.1721E+3,
,-4.3297E-3,-488.3606E-9,-537.7064E-6,-247.5485E-9,95.0000E-9,,,460.3787E-6,2.1721E+3,
,-2.8935E-3,335.6171E-9,2.3839E-3,-522.2980E-9,100.0000E-9,,,-219.0943E-6,-4.5642E+3,
,-4.3297E-3,746.7107E-9,2.3839E-3,163.3624E-9,105.0000E-9,,,68.5275E-6,14.5927E+3,
,7.1599E-3,1.0259E-6,923.0944E-6,712.1334E-9,110.0000E-9,,,771.4632E-6,1.2962E+3,
,-2.8935E-3,884.5376E-9,2.3839E-3,574.7586E-9,115.0000E-9,,,241.1006E-6,4.1476E+3,
,-4.3297E-3,1.2956E-6,2.3839E-3,-385.1659E-9,120.0000E-9,,,-161.5700E-6,-6.1893E+3,
,10.0323E-3,889.9107E-9,2.3839E-3,-110.9018E-9,125.0000E-9,,,-46.5213E-6,-21.4956E+3,
,-5.7659E-3,883.3435E-9,2.3839E-3,300.4944E-9,130.0000E-9,,,126.0519E-6,7.9332E+3,
,2.8513E-3,886.9258E-9,2.3839E-3,437.6265E-9,135.0000E-9,,,183.5762E-6,5.4473E+3,
,-1.4573E-3,473.4443E-9,-537.7064E-6,-110.4165E-9,140.0000E-9,,,205.3472E-6,4.8698E+3,
,-21.0833E-6,336.8112E-9,3.8447E-3,-522.5406E-9,145.0000E-9,,,-135.9121E-6,-7.3577E+3,
,-1.4573E-3,747.9043E-9,-537.7064E-6,-796.0768E-9,150.0000E-9,,,1.4805E-3,675.4453E+0,
,-21.0833E-6,611.2714E-9,-537.7064E-6,-1.0703E-6,155.0000E-9,,,1.9906E-3,502.3692E+0,
,4.2875E-3,475.8322E-9,5.3055E-3,-1.7570E-6,160.0000E-9,,,-331.1607E-6,-3.0197E+3,
,2.8513E-3,612.4655E-9,-6.3809E-3,-2.1664E-6,165.0000E-9,,,339.5169E-6,2.9454E+3,
,-2.8935E-3,61.1569E-9,-537.7064E-6,-1.6189E-6,170.0000E-9,,,3.0107E-3,332.1493E+0,
,-1.4573E-3,-624.3967E-9,-1.9985E-3,-795.8341E-9,175.0000E-9,,,398.2143E-6,2.5112E+3,
,-21.0833E-6,-898.2599E-9,-3.4593E-3,-384.1953E-9,180.0000E-9,,,111.0613E-6,9.0040E+3,
,1.4151E-3,-897.6631E-9,-537.7064E-6,-384.6806E-9,185.0000E-9,,,715.4102E-6,1.3978E+3,
,-1.4573E-3,-624.3967E-9,-3.4593E-3,-109.9312E-9,190.0000E-9,,,31.7784E-6,31.4680E+3,
,-21.0833E-6,-898.2599E-9,2.3839E-3,26.2303E-9,195.0000E-9,,,11.0031E-6,90.8833E+3,
,1.4151E-3,-485.9727E-9,-537.7064E-6,575.2439E-9,200.0000E-9,,,-1.0698E-3,-934.7450E+0,
,-21.0833E-6,-623.7996E-9,2.3839E-3,1.3976E-6,205.0000E-9,,,586.2469E-6,1.7058E+3,
,-21.0833E-6,-623.7996E-9,923.0944E-6,3.0434E-6,210.0000E-9,,,3.2969E-3,303.3124E+0,
,4.2875E-3,-759.2389E-9,-1.9985E-3,3.7295E-6,215.0000E-9,,,-1.8662E-3,-535.8611E+0,
,-4.3297E-3,-213.9004E-9,2.3839E-3,3.4545E-6,220.0000E-9,,,1.4491E-3,690.0776E+0,
,-1.4573E-3,336.2142E-9,-3.4593E-3,2.9070E-6,225.0000E-9,,,-840.3342E-6,-1.1900E+3,
,-1.4573E-3,-624.3967E-9,6.7663E-3,2.7681E-6,230.0000E-9,,,409.1076E-6,2.4443E+3,
,-21.0833E-6,-623.7996E-9,-1.9985E-3,2.4953E-6,235.0000E-9,,,-1.2486E-3,-800.8972E+0,
,5.7237E-3,-621.4117E-9,-537.7064E-6,1.9466E-6,240.0000E-9,,,-3.6201E-3,-276.2335E+0,
,-5.7659E-3,-900.6480E-9,8.2271E-3,1.5337E-6,245.0000E-9,,,186.4221E-6,5.3642E+3,
,5.7237E-3,-758.6419E-9,3.8447E-3,437.3839E-9,250.0000E-9,,,113.7629E-6,8.7902E+3,
,-21.0833E-6,-898.2599E-9,-537.7064E-6,-521.8127E-9,255.0000E-9,,,970.4417E-6,1.0305E+3,
,-21.0833E-6,-623.7996E-9,2.3839E-3,-1.2080E-6,260.0000E-9,,,-506.7162E-6,-1.9735E+3,
,5.7237E-3,-1.4448E-6,3.8447E-3,-1.0711E-6,265.0000E-9,,,-278.5835E-6,-3.5896E+3,
,-1.4573E-3,-1.3105E-6,-1.9985E-3,-1.3444E-6,270.0000E-9,,,672.6833E-6,1.4866E+3,
,-21.0833E-6,474.0413E-9,2.3839E-3,-1.0708E-6,275.0000E-9,,,-449.1918E-6,-2.2262E+3,
,-1.4573E-3,2.3947E-6,-6.3809E-3,-1.4808E-6,280.0000E-9,,,232.0620E-6,4.3092E+3,
,4.2875E-3,338.6021E-9,-3.4593E-3,-1.6184E-6,285.0000E-9,,,467.8346E-6,2.1375E+3,
,1.4151E-3,1.0236E-6,5.3055E-3,162.8770E-9,290.0000E-9,,,30.6997E-6,32.5736E+3,
,1.4151E-3,1.2980E-6,5.3055E-3,1.3971E-6,295.0000E-9,,,263.3242E-6,3.7976E+3,
,5.7237E-3,2.2604E-6,-1.9985E-3,438.3546E-9,300.0000E-9,,,-219.3410E-6,-4.5591E+3,
,-2.8935E-3,1.8451E-6,-537.7064E-6,300.9798E-9,305.0000E-9,,,-559.7474E-6,-1.7865E+3,
,4.2875E-3,1.9854E-6,5.3055E-3,-248.5191E-9,310.0000E-9,,,-46.8418E-6,-21.3484E+3,
,1.4151E-3,1.5725E-6,-537.7064E-6,575.2439E-9,315.0000E-9,,,-1.0698E-3,-934.7450E+0,
,-1.4573E-3,1.1596E-6,-537.7064E-6,-933.2089E-9,320.0000E-9,,,1.7355E-3,576.1908E+0,
,5.7237E-3,750.8892E-9,923.0944E-6,300.7372E-9,325.0000E-9,,,325.7924E-6,3.0694E+3,
,-4.3297E-3,1.1584E-6,3.8447E-3,574.5160E-9,330.0000E-9,,,149.4308E-6,6.6921E+3,
,5.7237E-3,613.6591E-9,-537.7064E-6,438.1118E-9,335.0000E-9,,,-814.7790E-6,-1.2273E+3,
,1.4151E-3,611.8682E-9,3.8447E-3,-659.6727E-9,340.0000E-9,,,-171.5799E-6,-5.8282E+3,
,-21.0833E-6,-74.8792E-9,-537.7064E-6,-1.2075E-6,345.0000E-9,,,2.2456E-3,445.3154E+0,
,8.5961E-3,203.1631E-9,-537.7064E-6,-1.2075E-6,350.0000E-9,,,2.2456E-3,445.3154E+0,
,2.8513E-3,63.5448E-9,2.3839E-3,-796.5622E-9,355.0000E-9,,,-334.1431E-6,-2.9927E+3,
,-4.3297E-3,-762.8209E-9,-537.7064E-6,-1.0703E-6,360.0000E-9,,,1.9906E-3,502.3692E+0,
,2.8513E-3,-1.4460E-6,-3.4593E-3,-1.6184E-6,365.0000E-9,,,467.8346E-6,2.1375E+3,
,8.5961E-3,-1.4436E-6,923.0944E-6,-1.3448E-6,370.0000E-9,,,-1.4569E-3,-686.3932E+0,
,-2.8935E-3,-899.4539E-9,3.8447E-3,-796.8048E-9,375.0000E-9,,,-207.2478E-6,-4.8251E+3,
,1.4151E-3,-211.5125E-9,923.0944E-6,-247.7911E-9,380.0000E-9,,,-268.4353E-6,-3.7253E+3,
,4.2875E-3,-759.2389E-9,923.0944E-6,712.1334E-9,385.0000E-9,,,771.4632E-6,1.2962E+3,
,1.4151E-3,-1.3094E-6,-537.7064E-6,1.3980E-6,390.0000E-9,,,-2.6000E-3,-384.6154E+0,
,-1.4573E-3,-1.0361E-6,923.0944E-6,2.2206E-6,395.0000E-9,,,2.4056E-3,415.6985E+0,
,1.4151E-3,-485.9727E-9,-3.4593E-3,2.3584E-6,400.0000E-9,,,-681.7683E-6,-1.4668E+3,
,-21.0833E-6,-212.1093E-9,8.2271E-3,2.3565E-6,405.0000E-9,,,286.4321E-6,3.4912E+3,
,4.2875E-3,201.3719E-9,2.3839E-3,3.0431E-6,410.0000E-9,,,1.2765E-3,783.3679E+0,
,2.8513E-3,338.0050E-9,2.3839E-3,2.9060E-6,415.0000E-9,,,1.2190E-3,820.3344E+0,
,2.8513E-3,1.1614E-6,2.3839E-3,2.2203E-6,420.0000E-9,,,931.3931E-6,1.0737E+3,
,-2.8935E-3,1.1590E-6,-537.7064E-6,1.5352E-6,425.0000E-9,,,-2.8550E-3,-350.2589E+0,
,1.4151E-3,1.8469E-6,-4.9201E-3,850.2361E-9,430.0000E-9,,,-172.8084E-6,-5.7868E+3,
,4.2875E-3,2.1226E-6,3.8447E-3,848.7801E-9,435.0000E-9,,,220.7665E-6,4.5297E+3,
,-21.0833E-6,1.9836E-6,923.0944E-6,575.0013E-9,440.0000E-9,,,622.9063E-6,1.6054E+3,
,-2.8935E-3,335.6171E-9,2.3839E-3,-659.4300E-9,445.0000E-9,,,-276.6187E-6,-3.6151E+3,
,-21.0833E-6,-623.7996E-9,2.3839E-3,-933.6943E-9,450.0000E-9,,,-391.6675E-6,-2.5532E+3,
,-2.8935E-3,-762.2239E-9,2.3839E-3,163.3624E-9,455.0000E-9,,,68.5275E-6,14.5927E+3,
,-2.8935E-3,-762.2239E-9,-3.4593E-3,164.3330E-9,460.0000E-9,,,-47.5046E-6,-21.0506E+3,
,5.7237E-3,-484.1816E-9,923.0944E-6,26.4730E-9,465.0000E-9,,,28.6785E-6,34.8693E+3,
,1.4151E-3,-485.9727E-9,3.8447E-3,-385.4085E-9,470.0000E-9,,,-100.2442E-6,-9.9756E+3,
,-2.8935E-3,-624.9937E-9,2.3839E-3,-110.9018E-9,475.0000E-9,,,-46.5213E-6,-21.4956E+3,
,7.1599E-3,-1.1697E-6,923.0944E-6,300.7372E-9,480.0000E-9,,,325.7924E-6,3.0694E+3,
,-5.7659E-3,-1.8613E-6,923.0944E-6,712.1334E-9,485.0000E-9,,,771.4632E-6,1.2962E+3,
,-8.6383E-3,-1.5880E-6,923.0944E-6,986.3974E-9,490.0000E-9,,,1.0686E-3,935.8241E+0,
,-21.0833E-6,-1.0355E-6,2.3839E-3,711.8907E-9,495.0000E-9,,,298.6250E-6,3.3487E+3,
,5.7237E-3,-621.4117E-9,-537.7064E-6,575.2439E-9,500.0000E-9,,,-1.0698E-3,-934.7450E+0,
,-4.3297E-3,197.7900E-9,-3.4593E-3,164.3330E-9,505.0000E-9,,,-47.5046E-6,-21.0506E+3,
,-2.8935E-3,198.3870E-9,3.8447E-3,574.5160E-9,510.0000E-9,,,149.4308E-6,6.6921E+3,
,5.7237E-3,476.4292E-9,923.0944E-6,712.1334E-9,515.0000E-9,,,771.4632E-6,1.2962E+3,
,-4.3297E-3,197.7900E-9,-537.7064E-6,1.1238E-6,520.0000E-9,,,-2.0899E-3,-478.4834E+0,
,-2.8935E-3,472.8472E-9,923.0944E-6,986.3974E-9,525.0000E-9,,,1.0686E-3,935.8241E+0,
,10.0323E-3,615.4505E-9,2.3839E-3,300.4944E-9,530.0000E-9,,,126.0519E-6,7.9332E+3,
,4.2875E-3,887.5226E-9,-3.4593E-3,849.9934E-9,535.0000E-9,,,-245.7120E-6,-4.0698E+3,
,-7.2021E-3,1.2944E-6,923.0944E-6,849.2655E-9,540.0000E-9,,,920.0202E-6,1.0869E+3,
,2.8513E-3,1.0242E-6,6.7663E-3,-111.6297E-9,545.0000E-9,,,-16.4979E-6,-60.6138E+3,
,1.4151E-3,474.6381E-9,2.3839E-3,-933.6943E-9,550.0000E-9,,,-391.6675E-6,-2.5532E+3,
,-1.4573E-3,-487.1666E-9,3.8447E-3,-1.2082E-6,555.0000E-9,,,-314.2514E-6,-3.1822E+3,
,-2.8935E-3,-213.3034E-9,-537.7064E-6,-2.0303E-6,560.0000E-9,,,3.7758E-3,264.8453E+0,
,4.2875E-3,-896.4690E-9,-3.4593E-3,-2.9897E-6,565.0000E-9,,,864.2493E-6,1.1571E+3,
,-2.8935E-3,-1.1739E-6,-1.9985E-3,-2.9899E-6,570.0000E-9,,,1.4961E-3,668.4088E+0,
,1.4151E-3,-1.3094E-6,3.8447E-3,-2.4424E-6,575.0000E-9,,,-635.2621E-6,-1.5742E+3,
,-1.4573E-3,-1.3105E-6,-1.9985E-3,-2.7157E-6,580.0000E-9,,,1.3589E-3,735.9132E+0,
,-2.8935E-3,-1.1739E-6,-537.7064E-6,-2.4417E-6,585.0000E-9,,,4.5409E-3,220.2215E+0,
,1.4151E-3,-1.3094E-6,2.3839E-3,-2.1679E-6,590.0000E-9,,,-909.3867E-6,-1.0996E+3,
,7.1599E-3,-1.3070E-6,2.3839E-3,-1.8936E-6,595.0000E-9,,,-794.3380E-6,-1.2589E+3,
,-7.2021E-3,-764.0147E-9,-3.4593E-3,-2.4412E-6,600.0000E-9,,,705.6834E-6,1.4171E+3,
,-1.4573E-3,198.9840E-9,-6.3809E-3,-2.4407E-6,605.0000E-9,,,382.4989E-6,2.6144E+3,
,4.2875E-3,613.0623E-9,6.7663E-3,-2.0315E-6,610.0000E-9,,,-300.2349E-6,-3.3307E+3,
,2.8513E-3,63.5448E-9,923.0944E-6,-933.4515E-9,615.0000E-9,,,-1.0112E-3,-988.9045E+0,
,-1.4573E-3,747.9043E-9,-3.4593E-3,-1.0699E-6,620.0000E-9,,,309.2687E-6,3.2334E+3,
,-1.4573E-3,198.9840E-9,2.3839E-3,-522.2980E-9,625.0000E-9,,,-219.0943E-6,-4.5642E+3,
,4.2875E-3,-622.0088E-9,2.3839E-3,26.2303E-9,630.0000E-9,,,11.0031E-6,90.8833E+3,
,-5.7659E-3,-214.4974E-9,923.0944E-6,437.8692E-9,635.0000E-9,,,474.3494E-6,2.1082E+3,
,-2.8935E-3,198.3870E-9,-1.9985E-3,438.3546E-9,640.0000E-9,,,-219.3410E-6,-4.5591E+3,
,1.4151E-3,474.6381E-9,-3.4593E-3,27.2009E-9,645.0000E-9,,,-7.8631E-6,-127.1761E+3,
,1.4151E-3,62.9477E-9,3.8447E-3,-659.6727E-9,650.0000E-9,,,-171.5799E-6,-5.8282E+3,
,-1.4573E-3,-624.3967E-9,-537.7064E-6,-1.2075E-6,655.0000E-9,,,2.2456E-3,445.3154E+0,
,-21.0833E-6,-1.3100E-6,2.3839E-3,-1.0708E-6,660.0000E-9,,,-449.1918E-6,-2.2262E+3,
,-4.3297E-3,-1.0373E-6,-3.4593E-3,-247.0632E-9,665.0000E-9,,,71.4198E-6,14.0017E+3,
,-21.0833E-6,-1.1727E-6,-537.7064E-6,26.7156E-9,670.0000E-9,,,-49.6844E-6,-20.1271E+3,
,2.8513E-3,-210.9155E-9,923.0944E-6,986.3974E-9,675.0000E-9,,,1.0686E-3,935.8241E+0,
,-21.0833E-6,336.8112E-9,2.3839E-3,1.1233E-6,680.0000E-9,,,471.1981E-6,2.1222E+3,
,-1.4573E-3,1.0224E-6,2.3839E-3,1.2604E-6,685.0000E-9,,,528.7225E-6,1.8914E+3,
,-21.0833E-6,1.8463E-6,-537.7064E-6,1.2609E-6,690.0000E-9,,,-2.3450E-3,-426.4450E+0,
,-21.0833E-6,1.7091E-6,-537.7064E-6,1.3980E-6,695.0000E-9,,,-2.6000E-3,-384.6154E+0,
,-1.4573E-3,1.9830E-6,5.3055E-3,2.3570E-6,700.0000E-9,,,444.2544E-6,2.2510E+3,
,-21.0833E-6,1.8463E-6,3.8447E-3,2.7686E-6,705.0000E-9,,,720.1165E-6,1.3887E+3,
,1.4151E-3,2.2586E-6,2.3839E-3,2.6317E-6,710.0000E-9,,,1.1040E-3,905.8248E+0,
,-21.0833E-6,1.9836E-6,-537.7064E-6,1.9466E-6,715.0000E-9,,,-3.6201E-3,-276.2335E+0,
,4.2875E-3,1.2992E-6,-537.7064E-6,1.5352E-6,720.0000E-9,,,-2.8550E-3,-350.2589E+0,
,-21.0833E-6,1.0230E-6,-537.7064E-6,1.2609E-6,725.0000E-9,,,-2.3450E-3,-426.4450E+0,
,-21.0833E-6,199.5811E-9,923.0944E-6,1.3978E-6,730.0000E-9,,,1.5142E-3,660.3939E+0,
,2.8513E-3,-485.3757E-9,923.0944E-6,1.5349E-6,735.0000E-9,,,1.6628E-3,601.3935E+0,
,1.4151E-3,-760.4330E-9,-1.9985E-3,1.6725E-6,740.0000E-9,,,-836.8963E-6,-1.1949E+3,
,-1.4573E-3,61.7539E-9,-3.4593E-3,1.6728E-6,745.0000E-9,,,-483.5609E-6,-2.0680E+3,
,7.1599E-3,477.0263E-9,2.3839E-3,1.9461E-6,750.0000E-9,,,816.3444E-6,1.2250E+3,
,-21.0833E-6,336.8112E-9,3.8447E-3,2.2201E-6,755.0000E-9,,,577.4451E-6,1.7318E+3,
,5.7237E-3,1.0253E-6,-1.9985E-3,2.0839E-6,760.0000E-9,,,-1.0427E-3,-959.0044E+0,
,1.4151E-3,337.4080E-9,923.0944E-6,1.1235E-6,765.0000E-9,,,1.2171E-3,821.6023E+0,
,4.2875E-3,-484.7786E-9,2.3839E-3,437.6265E-9,770.0000E-9,,,183.5762E-6,5.4473E+3,
,1.4151E-3,-623.2029E-9,6.7663E-3,-248.7618E-9,775.0000E-9,,,-36.7648E-6,-27.1999E+3,
,-1.4573E-3,198.9840E-9,-1.9985E-3,26.9583E-9,780.0000E-9,,,-13.4892E-6,-74.1332E+3,
,1.4151E-3,749.0983E-9,-4.9201E-3,-109.6884E-9,785.0000E-9,,,22.2939E-6,44.8553E+3,
,-1.4573E-3,336.2142E-9,-537.7064E-6,-110.4165E-9,790.0000E-9,,,205.3472E-6,4.8698E+3,
,-21.0833E-6,-212.1093E-9,3.8447E-3,25.9877E-9,795.0000E-9,,,6.7594E-6,147.9430E+3,
,2.8513E-3,-485.3757E-9,923.0944E-6,-384.9232E-9,800.0000E-9,,,-416.9923E-6,-2.3981E+3,
,-4.3297E-3,-351.1305E-9,-6.3809E-3,-657.9741E-9,805.0000E-9,,,103.1160E-6,9.6978E+3,
,-2.8935E-3,-762.2239E-9,-537.7064E-6,-1.7560E-6,810.0000E-9,,,3.2657E-3,306.2107E+0,
,-1.4573E-3,-212.7063E-9,5.3055E-3,-1.6198E-6,815.0000E-9,,,-305.3135E-6,-3.2753E+3,
,4.2875E-3,-347.5485E-9,-3.4593E-3,-658.4594E-9,820.0000E-9,,,190.3443E-6,5.2536E+3,
,-11.5107E-3,-1.0403E-6,923.0944E-6,-110.6591E-9,825.0000E-9,,,-119.8784E-6,-8.3418E+3,
,2.8513E-3,-1.5832E-6,-537.7064E-6,-247.5485E-9,830.0000E-9,,,460.3787E-6,2.1721E+3,
,4.2875E-3,-1.0337E-6,2.3839E-3,163.3624E-9,835.0000E-9,,,68.5275E-6,14.5927E+3,
,-4.3297E-3,-488.3606E-9,3.8447E-3,-111.1444E-9,840.0000E-9,,,-28.9085E-6,-34.5919E+3,
,1.4151E-3,-211.5125E-9,-537.7064E-6,300.9798E-9,845.0000E-9,,,-559.7474E-6,-1.7865E+3,
,-1.4573E-3,198.9840E-9,2.3839E-3,163.3624E-9,850.0000E-9,,,68.5275E-6,14.5927E+3,
,2.8513E-3,338.0050E-9,-4.9201E-3,164.5757E-9,855.0000E-9,,,-33.4496E-6,-29.8957E+3,
,-1.4573E-3,-75.4762E-9,5.3055E-3,-659.9154E-9,860.0000E-9,,,-124.3833E-6,-8.0397E+3,
,-1.4573E-3,-75.4762E-9,2.3839E-3,-796.5622E-9,865.0000E-9,,,-334.1431E-6,-2.9927E+3,
,-1.4573E-3,-75.4762E-9,3.8447E-3,-1.2082E-6,870.0000E-9,,,-314.2514E-6,-3.1822E+3,
,4.2875E-3,201.3719E-9,-1.9985E-3,-1.7558E-6,875.0000E-9,,,878.5350E-6,1.1383E+3,
,-21.0833E-6,611.2714E-9,-537.7064E-6,-2.0303E-6,880.0000E-9,,,3.7758E-3,264.8453E+0,
,-1.4573E-3,885.1344E-9,-1.9985E-3,-1.6186E-6,885.0000E-9,,,809.9178E-6,1.2347E+3,
,2.8513E-3,612.4655E-9,923.0944E-6,-1.7562E-6,890.0000E-9,,,-1.9026E-3,-525.6072E+0,
,-21.0833E-6,199.5811E-9,6.7663E-3,-1.7572E-6,895.0000E-9,,,-259.7010E-6,-3.8506E+3,
,1.4151E-3,-74.2824E-9,-537.7064E-6,-1.3446E-6,900.0000E-9,,,2.5006E-3,399.8991E+0,
,-4.3297E-3,-488.3606E-9,-4.9201E-3,-932.4809E-9,905.0000E-9,,,189.5244E-6,5.2764E+3,
,-21.0833E-6,-349.3394E-9,3.8447E-3,-522.5406E-9,910.0000E-9,,,-135.9121E-6,-7.3577E+3,
,-2.8935E-3,-624.9937E-9,3.8447E-3,-385.4085E-9,915.0000E-9,,,-100.2442E-6,-9.9756E+3,
,1.4151E-3,-485.9727E-9,923.0944E-6,-659.1874E-9,920.0000E-9,,,-714.1061E-6,-1.4004E+3,
,-21.0833E-6,336.8112E-9,2.3839E-3,-796.5622E-9,925.0000E-9,,,-334.1431E-6,-2.9927E+3,
,-7.2021E-3,882.7467E-9,-6.3809E-3,-932.2383E-9,930.0000E-9,,,146.0980E-6,6.8447E+3,
,11.4685E-3,-344.5636E-9,923.0944E-6,-522.0553E-9,935.0000E-9,,,-565.5492E-6,-1.7682E+3,
,-21.0833E-6,1.0230E-6,9.6879E-3,710.6774E-9,940.0000E-9,,,73.3572E-6,13.6319E+3,
,-2.8935E-3,335.6171E-9,-3.4593E-3,712.8613E-9,945.0000E-9,,,-206.0705E-6,-4.8527E+3,
,8.5961E-3,752.0833E-9,-537.7064E-6,438.1118E-9,950.0000E-9,,,-814.7790E-6,-1.2273E+3,
,-21.0833E-6,611.2714E-9,8.2271E-3,436.6559E-9,955.0000E-9,,,53.0753E-6,18.8412E+3,
,1.4151E-3,1.0236E-6,-537.7064E-6,-110.4165E-9,960.0000E-9,,,205.3472E-6,4.8698E+3,
,-21.0833E-6,1.0230E-6,-3.4593E-3,849.9934E-9,965.0000E-9,,,-245.7120E-6,-4.0698E+3,
,5.7237E-3,1.1626E-6,5.3055E-3,1.3971E-6,970.0000E-9,,,263.3242E-6,3.7976E+3,
,-4.3297E-3,1.2956E-6,6.7663E-3,2.3567E-6,975.0000E-9,,,348.3068E-6,2.8710E+3,
,-1.4573E-3,1.9830E-6,-537.7064E-6,2.0837E-6,980.0000E-9,,,-3.8752E-3,-258.0540E+0,
,4.2875E-3,1.7109E-6,-537.7064E-6,3.0436E-6,985.0000E-9,,,-5.6604E-3,-176.6666E+0,
,-8.6383E-3,1.9800E-6,5.3055E-3,3.0427E-6,990.0000E-9,,,573.4902E-6,1.7437E+3,
,-8.6383E-3,6.3714E-6,-537.7064E-6,3.7293E-6,995.0000E-9,,,-6.9355E-3,-144.1850E+0,
,-2.8935E-3,31.6241E-6,3.8447E-3,5.3741E-6,1.0000E-6,,,1.3978E-3,715.4070E+0,
,34.4477E-3,100.6664E-6,6.7663E-3,10.1733E-6,1.0050E-6,,,1.5035E-3,665.1051E+0,
,114.8749E-3,204.4458E-6,923.0944E-6,17.1680E-6,1.0100E-6,,,18.5983E-3,53.7684E+0,
,232.6433E-3,309.4757E-6,9.6879E-3,27.3143E-6,1.0150E-6,,,2.8194E-3,354.6823E+0,
,390.6252E-3,402.1717E-6,18.4527E-3,39.1062E-6,1.0200E-6,,,2.1193E-3,471.8613E+0,
,548.6072E-3,488.2807E-6,25.7567E-3,52.5439E-6,1.0250E-6,,,2.0400E-3,490.1938E+0,
,731.0046E-3,574.9487E-6,30.1391E-3,66.1193E-6,1.0300E-6,,,2.1938E-3,455.8294E+0,
,903.3485E-3,660.5147E-6,43.2863E-3,79.4189E-6,1.0350E-6,,,1.8347E-3,545.0380E+0,
,1.0915E+0,743.6172E-6,53.5119E-3,92.3076E-6,1.0400E-6,,,1.7250E-3,579.7129E+0,
,1.2796E+0,820.8187E-6,62.2767E-3,105.8822E-6,1.0450E-6,,,1.7002E-3,588.1697E+0,
,1.4706E+0,890.3366E-6,75.4239E-3,116.3021E-6,1.0500E-6,,,1.5420E-3,648.5174E+0,
,1.6315E+0,951.1963E-6,81.2671E-3,122.4721E-6,1.0550E-6,,,1.5070E-3,663.5565E+0,
,1.7507E+0,1.0048E-3,91.4927E-3,125.0759E-6,1.0600E-6,,,1.3671E-3,731.4979E+0,
,1.8354E+0,1.0515E-3,94.4143E-3,123.7041E-6,1.0650E-6,,,1.3102E-3,763.2275E+0,
,1.8915E+0,1.0932E-3,101.7184E-3,118.0805E-6,1.0700E-6,,,1.1609E-3,861.4326E+0,
,1.9460E+0,1.1192E-3,110.4832E-3,107.7941E-6,1.0750E-6,,,975.6609E-6,1.0249E+3,
,1.9776E+0,1.1193E-3,111.9440E-3,96.2748E-6,1.0800E-6,,,860.0263E-6,1.1628E+3,
,2.0064E+0,1.1192E-3,109.0224E-3,84.2076E-6,1.0850E-6,,,772.3885E-6,1.2947E+3,
,2.0351E+0,1.1193E-3,109.0224E-3,70.9058E-6,1.0900E-6,,,650.3785E-6,1.5376E+3,
,2.0638E+0,1.1192E-3,109.0224E-3,57.6040E-6,1.0950E-6,,,528.3686E-6,1.8926E+3,
,2.0710E+0,1.1192E-3,109.0224E-3,44.7136E-6,1.1000E-6,,,410.1321E-6,2.4382E+3,
,2.0782E+0,1.1194E-3,106.1008E-3,33.1950E-6,1.1050E-6,,,312.8627E-6,3.1963E+3,
