PMU_SegArb_ExampleB,VMeasCh1,IMeasCh1,VMeasCh2,IMeasCh2,TimeOutput,StatusCh1,StatusCh2,G,R,R_AV
,1.9963E+0,1.0294E-6,101.7184E-3,1.1068E-6,5.7150E-6,,,10.8809E-6,91.9042E+3,
,2.0092E+0,623.0835E-9,97.3359E-3,970.3822E-9,5.7200E-6,,,9.9694E-6,100.3068E+3,
,2.0064E+0,484.6593E-9,110.4832E-3,2.0653E-6,5.7250E-6,,,18.6929E-6,53.4961E+3,
,1.9906E+0,752.5529E-9,98.7968E-3,2.0672E-6,5.7300E-6,,,20.9237E-6,47.7926E+3,
,2.0078E+0,73.5660E-9,106.1008E-3,1.7917E-6,5.7350E-6,,,16.8870E-6,59.2173E+3,
,2.0020E+0,-752.2027E-9,101.7184E-3,1.7924E-6,5.7400E-6,,,17.6217E-6,56.7483E+3,
,1.9963E+0,-1.5780E-6,104.6400E-3,1.6548E-6,5.7450E-6,,,15.8145E-6,63.2331E+3,
,2.0035E+0,-1.0261E-6,103.1792E-3,1.7922E-6,5.7500E-6,,,17.3698E-6,57.5711E+3,
,1.9992E+0,-753.3967E-9,109.0224E-3,1.3798E-6,5.7550E-6,,,12.6565E-6,79.0110E+3,
,2.0035E+0,-1.0261E-6,104.6400E-3,557.7727E-9,5.7600E-6,,,5.3304E-6,187.6032E+3,
,1.9992E+0,-753.3967E-9,95.8752E-3,-126.4318E-9,5.7650E-6,,,-1.3187E-6,-758.3153E+3,
,2.0078E+0,-63.6641E-9,110.4832E-3,-814.5187E-9,5.7700E-6,,,-7.3723E-6,-135.6423E+3,
,2.0035E+0,-477.1456E-9,101.7184E-3,-1.2245E-6,5.7750E-6,,,-12.0377E-6,-83.0721E+3,
,2.0006E+0,-203.8792E-9,98.7968E-3,-1.4982E-6,5.7800E-6,,,-15.1648E-6,-65.9420E+3,
,2.0006E+0,-341.1093E-9,109.0224E-3,-1.0885E-6,5.7850E-6,,,-9.9846E-6,-100.1546E+3,
,2.0064E+0,-750.4118E-9,95.8752E-3,-674.9600E-9,5.7900E-6,,,-7.0400E-6,-142.0457E+3,
,2.0035E+0,-339.9155E-9,106.1008E-3,-265.2624E-9,5.7950E-6,,,-2.5001E-6,-399.9841E+3,
,2.0020E+0,482.8684E-9,106.1008E-3,-265.2624E-9,5.8000E-6,,,-2.5001E-6,-399.9841E+3,
,2.0078E+0,896.9465E-9,100.2576E-3,-127.1597E-9,5.8050E-6,,,-1.2683E-6,-788.4381E+3,
,2.0006E+0,2.1290E-6,94.4143E-3,-537.5853E-9,5.8100E-6,,,-5.6939E-6,-175.6267E+3,
,2.0020E+0,1.9924E-6,104.6400E-3,-265.0197E-9,5.8150E-6,,,-2.5327E-6,-394.8383E+3,
,2.0121E+0,1.5849E-6,103.1792E-3,283.7511E-9,5.8200E-6,,,2.7501E-6,363.6255E+3,
,2.0020E+0,1.8552E-6,92.9535E-3,422.5819E-9,5.8250E-6,,,4.5462E-6,219.9657E+3,
,2.0049E+0,1.5819E-6,107.5616E-3,145.8911E-9,5.8300E-6,,,1.3564E-6,737.2727E+3,
,2.0064E+0,1.4453E-6,106.1008E-3,-128.1303E-9,5.8350E-6,,,-1.2076E-6,-828.0689E+3,
,1.9977E+0,1.3045E-6,91.4927E-3,148.5604E-9,5.8400E-6,,,1.6237E-6,615.8624E+3,
,2.0035E+0,1.3068E-6,104.6400E-3,283.5085E-9,5.8450E-6,,,2.7094E-6,369.0893E+3,
,2.0078E+0,1.3086E-6,107.5616E-3,420.1553E-9,5.8500E-6,,,3.9062E-6,256.0043E+3,
,1.9934E+0,-206.8642E-9,98.7968E-3,558.7434E-9,5.8550E-6,,,5.6555E-6,176.8196E+3,
,2.0006E+0,-203.8792E-9,103.1792E-3,1.1065E-6,5.8600E-6,,,10.7245E-6,93.2446E+3,
,2.0035E+0,-65.4553E-9,103.1792E-3,1.1065E-6,5.8650E-6,,,10.7245E-6,93.2446E+3,
,2.0006E+0,-890.0298E-9,101.7184E-3,1.3811E-6,5.8700E-6,,,13.5772E-6,73.6529E+3,
,2.0049E+0,1.1702E-6,103.1792E-3,1.9293E-6,5.8750E-6,,,18.6989E-6,53.4791E+3,
,2.0020E+0,1.3062E-6,103.1792E-3,1.2437E-6,5.8800E-6,,,12.0536E-6,82.9631E+3,
,2.0006E+0,1.4429E-6,101.7184E-3,2.6152E-6,5.8850E-6,,,25.7106E-6,38.8945E+3,
,2.0020E+0,757.3287E-9,107.5616E-3,2.2029E-6,5.8900E-6,,,20.4801E-6,48.8279E+3,
,2.0049E+0,1.1702E-6,101.7184E-3,2.2038E-6,5.8950E-6,,,21.6661E-6,46.1550E+3,
,2.0049E+0,895.7529E-9,98.7968E-3,2.2043E-6,5.9000E-6,,,22.3117E-6,44.8194E+3,
,2.0006E+0,756.7314E-9,104.6400E-3,2.6148E-6,5.9050E-6,,,24.9881E-6,40.0190E+3,
,2.0049E+0,758.5227E-9,109.0224E-3,1.5170E-6,5.9100E-6,,,13.9143E-6,71.8685E+3,
,2.0064E+0,347.4292E-9,103.1792E-3,1.3808E-6,5.9150E-6,,,13.3826E-6,74.7238E+3,
,2.0020E+0,71.1781E-9,103.1792E-3,1.1065E-6,5.9200E-6,,,10.7245E-6,93.2446E+3,
,2.0092E+0,211.3931E-9,107.5616E-3,1.2429E-6,5.9250E-6,,,11.5557E-6,86.5375E+3,
,1.9963E+0,754.9405E-9,101.7184E-3,695.3901E-9,5.9300E-6,,,6.8364E-6,146.2752E+3,
,1.9977E+0,206.6171E-9,109.0224E-3,-128.6157E-9,5.9350E-6,,,-1.1797E-6,-847.6601E+3,
,1.9977E+0,-67.8432E-9,103.1792E-3,-1.2247E-6,5.9400E-6,,,-11.8697E-6,-84.2484E+3,
,2.0006E+0,345.0413E-9,98.7968E-3,-1.0868E-6,5.9450E-6,,,-11.0008E-6,-90.9026E+3,
,1.9977E+0,481.0773E-9,103.1792E-3,-539.0413E-9,5.9500E-6,,,-5.2243E-6,-191.4124E+3,
,2.0049E+0,-64.8582E-9,107.5616E-3,-128.3730E-9,5.9550E-6,,,-1.1935E-6,-837.8830E+3,
,1.9992E+0,-341.7064E-9,104.6400E-3,-265.0197E-9,5.9600E-6,,,-2.5327E-6,-394.8383E+3,
,2.0078E+0,73.5660E-9,97.3359E-3,-126.6744E-9,5.9650E-6,,,-1.3014E-6,-768.3946E+3,
,2.0020E+0,71.1781E-9,106.1008E-3,146.1337E-9,5.9700E-6,,,1.3773E-6,726.0524E+3,
,2.0064E+0,-201.4913E-9,106.1008E-3,9.0017E-9,5.9750E-6,,,84.8408E-9,11.7868E+6,
,2.0006E+0,-478.3395E-9,101.7184E-3,-264.5344E-9,5.9800E-6,,,-2.6007E-6,-384.5184E+3,
,1.9992E+0,-890.6268E-9,103.1792E-3,695.1474E-9,5.9850E-6,,,6.7373E-6,148.4277E+3,
,2.0064E+0,-1.2993E-6,106.1008E-3,694.6620E-9,5.9900E-6,,,6.5472E-6,152.7372E+3,
,1.9934E+0,-1.0302E-6,100.2576E-3,-127.1597E-9,5.9950E-6,,,-1.2683E-6,-788.4381E+3,
,1.9949E+0,-1.0296E-6,104.6400E-3,-676.4160E-9,6.0000E-6,,,-6.4642E-6,-154.6976E+3,
,2.0092E+0,-200.2972E-9,101.7184E-3,-1.6359E-6,6.0050E-6,,,-16.0822E-6,-62.1805E+3,
,1.9977E+0,481.0773E-9,95.8752E-3,-1.7720E-6,6.0100E-6,,,-18.4825E-6,-54.1051E+3,
,1.9963E+0,892.1706E-9,107.5616E-3,-1.4997E-6,6.0150E-6,,,-13.9427E-6,-71.7223E+3,
,2.0092E+0,1.0348E-6,100.2576E-3,-949.9522E-9,6.0200E-6,,,-9.4751E-6,-105.5396E+3,
,2.0049E+0,1.7191E-6,97.3359E-3,-949.4669E-9,6.0250E-6,,,-9.7545E-6,-102.5164E+3,
,1.9992E+0,2.4029E-6,104.6400E-3,-539.2839E-9,6.0300E-6,,,-5.1537E-6,-194.0350E+3,
,1.9992E+0,2.6774E-6,97.3359E-3,-675.2027E-9,6.0350E-6,,,-6.9368E-6,-144.1581E+3,
,2.0035E+0,2.1302E-6,97.3359E-3,-263.8065E-9,6.0400E-6,,,-2.7103E-6,-368.9672E+3,
,2.0078E+0,1.0342E-6,100.2576E-3,695.6327E-9,6.0450E-6,,,6.9385E-6,144.1243E+3,
,1.9992E+0,1.3051E-6,104.6400E-3,1.5177E-6,6.0500E-6,,,14.5040E-6,68.9465E+3,
,2.0049E+0,1.1702E-6,103.1792E-3,2.2036E-6,6.0550E-6,,,21.3570E-6,46.8230E+3,
,1.9992E+0,756.1346E-9,97.3359E-3,2.3417E-6,6.0600E-6,,,24.0579E-6,41.5663E+3,
,2.0064E+0,621.8894E-9,104.6400E-3,1.5177E-6,6.0650E-6,,,14.5040E-6,68.9465E+3,
,2.0020E+0,208.4082E-9,100.2576E-3,1.2442E-6,6.0700E-6,,,12.4096E-6,80.5825E+3,
,1.9891E+0,340.2652E-9,100.2576E-3,832.7648E-9,6.0750E-6,,,8.3063E-6,120.3912E+3,
,2.0049E+0,-339.3185E-9,103.1792E-3,1.1065E-6,6.0800E-6,,,10.7245E-6,93.2446E+3,
,2.0064E+0,-475.9515E-9,98.7968E-3,1.2444E-6,6.0850E-6,,,12.5956E-6,79.3929E+3,
,1.9949E+0,68.1931E-9,100.2576E-3,421.3686E-9,6.0900E-6,,,4.2029E-6,237.9332E+3,
,1.9963E+0,206.0200E-9,104.6400E-3,832.0368E-9,6.0950E-6,,,7.9514E-6,125.7636E+3,
,2.0092E+0,-200.2972E-9,100.2576E-3,832.7648E-9,6.1000E-6,,,8.3063E-6,120.3912E+3,
,1.9977E+0,-616.7637E-9,97.3359E-3,833.2501E-9,6.1050E-6,,,8.5606E-6,116.8148E+3,
,2.0064E+0,-613.1817E-9,101.7184E-3,1.1068E-6,6.1100E-6,,,10.8809E-6,91.9042E+3,
,2.0064E+0,-475.9515E-9,104.6400E-3,969.1689E-9,6.1150E-6,,,9.2619E-6,107.9687E+3,
,1.9949E+0,-755.1876E-9,107.5616E-3,694.4194E-9,6.1200E-6,,,6.4560E-6,154.8942E+3,
,1.9977E+0,-479.5335E-9,98.7968E-3,695.8754E-9,6.1250E-6,,,7.0435E-6,141.9748E+3,
,2.0049E+0,-476.5486E-9,101.7184E-3,-538.7986E-9,6.1300E-6,,,-5.2970E-6,-188.7873E+3,
,1.9906E+0,-70.8281E-9,101.7184E-3,-675.9307E-9,6.1350E-6,,,-6.6451E-6,-150.4864E+3,
,1.9977E+0,-205.0733E-9,110.4832E-3,-403.1225E-9,6.1400E-6,,,-3.6487E-6,-274.0685E+3,
,2.0049E+0,72.3719E-9,100.2576E-3,421.3686E-9,6.1450E-6,,,4.2029E-6,237.9332E+3,
,2.0035E+0,71.7749E-9,98.7968E-3,-264.0491E-9,6.1500E-6,,,-2.6726E-6,-374.1605E+3,
,1.9992E+0,344.4442E-9,101.7184E-3,695.3901E-9,6.1550E-6,,,6.8364E-6,146.2752E+3,
,2.0078E+0,1.1714E-6,104.6400E-3,1.5177E-6,6.1600E-6,,,14.5040E-6,68.9465E+3,
,2.0078E+0,1.3086E-6,103.1792E-3,2.3407E-6,6.1650E-6,,,22.6861E-6,44.0799E+3,
,1.9949E+0,1.9894E-6,104.6400E-3,2.3405E-6,6.1700E-6,,,22.3671E-6,44.7086E+3,
,2.0049E+0,1.3074E-6,106.1008E-3,2.7516E-6,6.1750E-6,,,25.9342E-6,38.5591E+3,
,2.0092E+0,1.0348E-6,109.0224E-3,2.4769E-6,6.1800E-6,,,22.7191E-6,44.0158E+3,
,2.0020E+0,1.1690E-6,101.7184E-3,2.8895E-6,6.1850E-6,,,28.4069E-6,35.2027E+3,
,1.9992E+0,1.5795E-6,106.1008E-3,2.0660E-6,6.1900E-6,,,19.4719E-6,51.3561E+3,
,2.0020E+0,1.1690E-6,103.1792E-3,832.2795E-9,6.1950E-6,,,8.0664E-6,123.9718E+3,
,1.9963E+0,1.0294E-6,106.1008E-3,420.3979E-9,6.2000E-6,,,3.9623E-6,252.3817E+3,
,2.0006E+0,2.1290E-6,107.5616E-3,-1.2254E-6,6.2050E-6,,,-11.3928E-6,-87.7746E+3,
,1.9992E+0,-890.6268E-9,95.8752E-3,-263.5639E-9,6.2100E-6,,,-2.7490E-6,-363.7644E+3,
,1.9949E+0,617.1136E-9,104.6400E-3,1.6548E-6,6.2150E-6,,,15.8145E-6,63.2331E+3,
,1.9992E+0,481.6744E-9,106.1008E-3,694.6620E-9,6.2200E-6,,,6.5472E-6,152.7372E+3,
,2.0035E+0,1.0324E-6,97.3359E-3,284.7218E-9,6.2250E-6,,,2.9251E-6,341.8634E+3,
,1.9920E+0,-207.4612E-9,109.0224E-3,694.1768E-9,6.2300E-6,,,6.3673E-6,157.0527E+3,
,2.0006E+0,1.3057E-6,107.5616E-3,968.6836E-9,6.2350E-6,,,9.0059E-6,111.0389E+3,
,2.0035E+0,620.6953E-9,94.4143E-3,559.4712E-9,6.2400E-6,,,5.9257E-6,168.7564E+3,
,1.9963E+0,617.7104E-9,101.7184E-3,9.7297E-9,6.2450E-6,,,95.6535E-9,10.4544E+6,
,2.0064E+0,210.1991E-9,109.0224E-3,145.6486E-9,6.2500E-6,,,1.3360E-6,748.5303E+3,
,1.9920E+0,1.4393E-6,100.2576E-3,-401.4238E-9,6.2550E-6,,,-4.0039E-6,-249.7549E+3,
,2.0121E+0,1.1732E-6,104.6400E-3,-127.8877E-9,6.2600E-6,,,-1.2222E-6,-818.2177E+3,
,2.0020E+0,1.8552E-6,104.6400E-3,9.2444E-9,6.2650E-6,,,88.3448E-9,11.3193E+6,
,1.9963E+0,1.0294E-6,100.2576E-3,-264.2918E-9,6.2700E-6,,,-2.6361E-6,-379.3442E+3,
,1.9963E+0,617.7104E-9,103.1792E-3,-127.6450E-9,6.2750E-6,,,-1.2371E-6,-808.3290E+3,
,2.0064E+0,-338.7214E-9,94.4143E-3,148.0750E-9,6.2800E-6,,,1.5684E-6,637.6115E+3,
,2.0049E+0,-202.0883E-9,101.7184E-3,695.3901E-9,6.2850E-6,,,6.8364E-6,146.2752E+3,
,1.9920E+0,341.4593E-9,101.7184E-3,283.9939E-9,6.2900E-6,,,2.7920E-6,358.1709E+3,
,2.0020E+0,208.4082E-9,103.1792E-3,558.0153E-9,6.2950E-6,,,5.4082E-6,184.9038E+3,
,1.9963E+0,617.7104E-9,104.6400E-3,832.0368E-9,6.3000E-6,,,7.9514E-6,125.7636E+3,
,2.0064E+0,484.6593E-9,104.6400E-3,1.3806E-6,6.3050E-6,,,13.1935E-6,75.7950E+3,
,1.9992E+0,344.4442E-9,100.2576E-3,1.2442E-6,6.3100E-6,,,12.4096E-6,80.5825E+3,
,2.0020E+0,757.3287E-9,109.0224E-3,1.5170E-6,6.3150E-6,,,13.9143E-6,71.8685E+3,
,1.9977E+0,892.7679E-9,104.6400E-3,1.7920E-6,6.3200E-6,,,17.1250E-6,58.3941E+3,
,1.9963E+0,343.2502E-9,95.8752E-3,1.1078E-6,6.3250E-6,,,11.5542E-6,86.5489E+3,
,2.0020E+0,208.4082E-9,109.0224E-3,-128.6157E-9,6.3300E-6,,,-1.1797E-6,-847.6601E+3,
,1.9977E+0,-67.8432E-9,101.7184E-3,-1.2245E-6,6.3350E-6,,,-12.0377E-6,-83.0721E+3,
,1.9963E+0,-480.1306E-9,94.4143E-3,-948.9816E-9,6.3400E-6,,,-10.0512E-6,-99.4902E+3,
,1.9992E+0,-890.6268E-9,106.1008E-3,-676.6587E-9,6.3450E-6,,,-6.3775E-6,-156.8010E+3,
,1.9934E+0,-755.7846E-9,101.7184E-3,-950.1948E-9,6.3500E-6,,,-9.3414E-6,-107.0500E+3,
,1.9949E+0,-892.4177E-9,95.8752E-3,-263.5639E-9,6.3550E-6,,,-2.7490E-6,-363.7644E+3,
,2.0035E+0,-202.6854E-9,106.1008E-3,-813.7907E-9,6.3600E-6,,,-7.6700E-6,-130.3784E+3,
,2.0121E+0,349.8174E-9,107.5616E-3,-539.7692E-9,6.3650E-6,,,-5.0182E-6,-199.2732E+3,
,1.9977E+0,618.3077E-9,97.3359E-3,-538.0707E-9,6.3700E-6,,,-5.5280E-6,-180.8981E+3,
,1.9963E+0,480.4803E-9,109.0224E-3,-540.0119E-9,6.3750E-6,,,-4.9532E-6,-201.8888E+3,
,1.9992E+0,481.6744E-9,101.7184E-3,558.2580E-9,6.3800E-6,,,5.4883E-6,182.2067E+3,
,1.9992E+0,-67.2461E-9,100.2576E-3,1.3813E-6,6.3850E-6,,,13.7774E-6,72.5824E+3,
,2.0035E+0,209.0050E-9,106.1008E-3,1.6546E-6,6.3900E-6,,,15.5945E-6,64.1252E+3,
,2.0006E+0,482.2714E-9,107.5616E-3,1.3801E-6,6.3950E-6,,,12.8306E-6,77.9387E+3,
,2.0035E+0,-202.6854E-9,101.7184E-3,1.1068E-6,6.4000E-6,,,10.8809E-6,91.9042E+3,
,1.9934E+0,-206.8642E-9,103.1792E-3,832.2795E-9,6.4050E-6,,,8.0664E-6,123.9718E+3,
,2.0020E+0,-66.0520E-9,101.7184E-3,1.5182E-6,6.4100E-6,,,14.9254E-6,67.0001E+3,
,1.9949E+0,342.6534E-9,104.6400E-3,1.5177E-6,6.4150E-6,,,14.5040E-6,68.9465E+3,
,2.0035E+0,346.2351E-9,107.5616E-3,1.2429E-6,6.4200E-6,,,11.5557E-6,86.5375E+3,
,2.0107E+0,349.2200E-9,103.1792E-3,1.3808E-6,6.4250E-6,,,13.3826E-6,74.7238E+3,
,2.0020E+0,-66.0520E-9,101.7184E-3,1.6553E-6,6.4300E-6,,,16.2735E-6,61.4496E+3,
,1.9977E+0,-479.5335E-9,106.1008E-3,1.5175E-6,6.4350E-6,,,14.3020E-6,69.9202E+3,
,2.0006E+0,345.0413E-9,104.6400E-3,1.2434E-6,6.4400E-6,,,11.8830E-6,84.1541E+3,
,2.0020E+0,71.1781E-9,100.2576E-3,1.2442E-6,6.4450E-6,,,12.4096E-6,80.5825E+3,
,2.0035E+0,1.0324E-6,100.2576E-3,284.2365E-9,6.4500E-6,,,2.8351E-6,352.7258E+3,
,1.9977E+0,481.0773E-9,101.7184E-3,9.7297E-9,6.4550E-6,,,95.6535E-9,10.4544E+6,
,1.9977E+0,618.3077E-9,110.4832E-3,-265.9904E-9,6.4600E-6,,,-2.4075E-6,-415.3652E+3,
,2.0092E+0,74.1630E-9,100.2576E-3,832.7648E-9,6.4650E-6,,,8.3063E-6,120.3912E+3,
,2.0020E+0,208.4082E-9,101.7184E-3,832.5222E-9,6.4700E-6,,,8.1846E-6,122.1810E+3,
,2.0064E+0,1.0336E-6,101.7184E-3,421.1259E-9,6.4750E-6,,,4.1401E-6,241.5390E+3,
,1.9963E+0,617.7104E-9,106.1008E-3,9.0017E-9,6.4800E-6,,,84.8408E-9,11.7868E+6,
,2.0006E+0,345.0413E-9,97.3359E-3,147.5897E-9,6.4850E-6,,,1.5163E-6,659.5036E+3,
,1.9963E+0,206.0200E-9,107.5616E-3,283.0232E-9,6.4900E-6,,,2.6313E-6,380.0450E+3,
,1.9977E+0,69.3869E-9,104.6400E-3,9.2444E-9,6.4950E-6,,,88.3448E-9,11.3193E+6,
,2.0049E+0,346.8321E-9,107.5616E-3,-265.5051E-9,6.5000E-6,,,-2.4684E-6,-405.1206E+3,
,2.0092E+0,897.5437E-9,100.2576E-3,147.1044E-9,6.5050E-6,,,1.4673E-6,681.5402E+3,
,2.0049E+0,1.8564E-6,101.7184E-3,283.9939E-9,6.5100E-6,,,2.7920E-6,358.1709E+3,
,2.0020E+0,2.2669E-6,100.2576E-3,-401.4238E-9,6.5150E-6,,,-4.0039E-6,-249.7549E+3,
,2.0064E+0,1.9942E-6,109.0224E-3,-951.4081E-9,6.5200E-6,,,-8.7267E-6,-114.5905E+3,
,2.0107E+0,1.3098E-6,103.1792E-3,-813.3055E-9,6.5250E-6,,,-7.8825E-6,-126.8640E+3,
,1.9906E+0,203.6321E-9,97.3359E-3,-1.6351E-6,6.5300E-6,,,-16.7988E-6,-59.5281E+3,
,2.0092E+0,74.1630E-9,103.1792E-3,-1.3618E-6,6.5350E-6,,,-13.1987E-6,-75.7649E+3,
,2.0049E+0,72.3719E-9,100.2576E-3,-401.4238E-9,6.5400E-6,,,-4.0039E-6,-249.7549E+3,
,1.9949E+0,-343.4972E-9,104.6400E-3,420.6406E-9,6.5450E-6,,,4.0199E-6,248.7633E+3,
,2.0049E+0,-751.0088E-9,101.7184E-3,421.1259E-9,6.5500E-6,,,4.1401E-6,241.5390E+3,
,1.9963E+0,-617.3607E-9,101.7184E-3,9.7297E-9,6.5550E-6,,,95.6535E-9,10.4544E+6,
,1.9949E+0,-755.1876E-9,103.1792E-3,283.7511E-9,6.5600E-6,,,2.7501E-6,363.6255E+3,
,1.9963E+0,-617.3607E-9,95.8752E-3,970.6249E-9,6.5650E-6,,,10.1238E-6,98.7767E+3,
,2.0020E+0,-477.7424E-9,104.6400E-3,1.3806E-6,6.5700E-6,,,13.1935E-6,75.7950E+3,
,2.0049E+0,-339.3185E-9,97.3359E-3,1.3818E-6,6.5750E-6,,,14.1960E-6,70.4425E+3,
,2.0006E+0,-203.8792E-9,103.1792E-3,1.1065E-6,6.5800E-6,,,10.7245E-6,93.2446E+3,
,2.0035E+0,-751.6059E-9,106.1008E-3,968.9262E-9,6.5850E-6,,,9.1321E-6,109.5034E+3,
,1.9977E+0,-67.8432E-9,104.6400E-3,557.7727E-9,6.5900E-6,,,5.3304E-6,187.6032E+3,
,1.9934E+0,616.5163E-9,103.1792E-3,558.0153E-9,6.5950E-6,,,5.4082E-6,184.9038E+3,
,2.0020E+0,1.0318E-6,106.1008E-3,831.7941E-9,6.6000E-6,,,7.8397E-6,127.5565E+3,
,1.9977E+0,1.3045E-6,101.7184E-3,558.2580E-9,6.6050E-6,,,5.4883E-6,182.2067E+3,
,1.9977E+0,1.5789E-6,100.2576E-3,832.7648E-9,6.6100E-6,,,8.3063E-6,120.3912E+3,
,2.0006E+0,1.7173E-6,106.1008E-3,1.2432E-6,6.6150E-6,,,11.7171E-6,85.3455E+3,
,2.0049E+0,2.1308E-6,106.1008E-3,2.0660E-6,6.6200E-6,,,19.4719E-6,51.3561E+3,
,2.0049E+0,1.4447E-6,101.7184E-3,2.4781E-6,6.6250E-6,,,24.3624E-6,41.0468E+3,
,1.9934E+0,1.3027E-6,107.5616E-3,2.4771E-6,6.6300E-6,,,23.0299E-6,43.4217E+3,
,2.0049E+0,1.5819E-6,101.7184E-3,1.9296E-6,6.6350E-6,,,18.9698E-6,52.7153E+3,
,2.0006E+0,1.9918E-6,101.7184E-3,2.3410E-6,6.6400E-6,,,23.0143E-6,43.4513E+3,
,2.0035E+0,2.6791E-6,103.1792E-3,2.6150E-6,6.6450E-6,,,25.3442E-6,39.4567E+3,
,2.0049E+0,1.7191E-6,101.7184E-3,3.1638E-6,6.6500E-6,,,31.1032E-6,32.1510E+3,
,1.9877E+0,888.5889E-9,110.4832E-3,2.7509E-6,6.6550E-6,,,24.8990E-6,40.1623E+3,
,2.0121E+0,75.3571E-9,103.1792E-3,2.0665E-6,6.6600E-6,,,20.0280E-6,49.9302E+3,
,2.0049E+0,72.3719E-9,101.7184E-3,2.7524E-6,6.6650E-6,,,27.0587E-6,36.9566E+3,
,1.9992E+0,481.6744E-9,103.1792E-3,2.8893E-6,6.6700E-6,,,28.0024E-6,35.7113E+3,
,2.0049E+0,758.5227E-9,111.9440E-3,2.2021E-6,6.6750E-6,,,19.6718E-6,50.8341E+3,
,2.0049E+0,621.2927E-9,109.0224E-3,2.2026E-6,6.6800E-6,,,20.2035E-6,49.4965E+3,
,2.0049E+0,346.8321E-9,106.1008E-3,1.2432E-6,6.6850E-6,,,11.7171E-6,85.3455E+3,
,1.9949E+0,-69.0370E-9,100.2576E-3,147.1044E-9,6.6900E-6,,,1.4673E-6,681.5402E+3,
,2.0020E+0,-1.3011E-6,104.6400E-3,-402.1518E-9,6.6950E-6,,,-3.8432E-6,-260.2001E+3,
,1.9992E+0,-1.9885E-6,101.7184E-3,-1.4987E-6,6.7000E-6,,,-14.7340E-6,-67.8700E+3,
,1.9977E+0,-2.1263E-6,104.6400E-3,-1.6363E-6,6.7050E-6,,,-15.6378E-6,-63.9475E+3,
,2.0092E+0,-2.2587E-6,106.1008E-3,-2.5965E-6,6.7100E-6,,,-24.4721E-6,-40.8629E+3,
,1.9963E+0,-1.7152E-6,101.7184E-3,-3.0072E-6,6.7150E-6,,,-29.5638E-6,-33.8252E+3,
,1.9934E+0,-1.8536E-6,103.1792E-3,-2.5960E-6,6.7200E-6,,,-25.1603E-6,-39.7451E+3,
,2.0006E+0,-2.3996E-6,101.7184E-3,-1.0873E-6,6.7250E-6,,,-10.6896E-6,-93.5490E+3,
,2.0049E+0,-1.4372E-6,100.2576E-3,-812.8201E-9,6.7300E-6,,,-8.1073E-6,-123.3453E+3,
,2.0049E+0,-1.4372E-6,101.7184E-3,-1.3616E-6,6.7350E-6,,,-13.3859E-6,-74.7055E+3,
,1.9877E+0,-209.2521E-9,101.7184E-3,-675.9307E-9,6.7400E-6,,,-6.6451E-6,-150.4864E+3,
,2.0078E+0,-338.1244E-9,101.7184E-3,146.8618E-9,6.7450E-6,,,1.4438E-6,692.6128E+3,
,2.0035E+0,-1.3005E-6,95.8752E-3,-400.6959E-9,6.7500E-6,,,-4.1794E-6,-239.2716E+3,
,1.9949E+0,-1.4413E-6,109.0224E-3,-677.1439E-9,6.7550E-6,,,-6.2111E-6,-161.0032E+3,
,2.0006E+0,-615.5695E-9,104.6400E-3,-1.6363E-6,6.7600E-6,,,-15.6378E-6,-63.9475E+3,
,2.0092E+0,348.6233E-9,100.2576E-3,-1.0871E-6,6.7650E-6,,,-10.8429E-6,-92.2261E+3,
,1.9949E+0,1.0288E-6,101.7184E-3,-675.9307E-9,6.7700E-6,,,-6.6451E-6,-150.4864E+3,
,1.9992E+0,1.8540E-6,100.2576E-3,-127.1597E-9,6.7750E-6,,,-1.2683E-6,-788.4381E+3,
,1.9977E+0,1.8534E-6,107.5616E-3,283.0232E-9,6.7800E-6,,,2.6313E-6,380.0450E+3,
,2.0035E+0,1.8558E-6,103.1792E-3,420.8832E-9,6.7850E-6,,,4.0791E-6,245.1491E+3,
,1.9949E+0,1.5777E-6,100.2576E-3,421.3686E-9,6.7900E-6,,,4.2029E-6,237.9332E+3,
,2.0121E+0,1.3104E-6,107.5616E-3,145.8911E-9,6.7950E-6,,,1.3564E-6,737.2727E+3,
,1.9934E+0,1.4399E-6,101.7184E-3,146.8618E-9,6.8000E-6,,,1.4438E-6,692.6128E+3,
,1.9934E+0,1.8516E-6,100.2576E-3,-264.2918E-9,6.8050E-6,,,-2.6361E-6,-379.3442E+3,
,2.0049E+0,1.5819E-6,106.1008E-3,283.2658E-9,6.8100E-6,,,2.6698E-6,374.5625E+3,
,1.9949E+0,2.1266E-6,110.4832E-3,282.5379E-9,6.8150E-6,,,2.5573E-6,391.0383E+3,
,2.0035E+0,2.4047E-6,100.2576E-3,832.7648E-9,6.8200E-6,,,8.3063E-6,120.3912E+3,
,2.0006E+0,1.8546E-6,103.1792E-3,1.7922E-6,6.8250E-6,,,17.3698E-6,57.5711E+3,
,2.0020E+0,1.1690E-6,100.2576E-3,1.5184E-6,6.8300E-6,,,15.1452E-6,66.0273E+3,
,2.0006E+0,1.1684E-6,103.1792E-3,1.2437E-6,6.8350E-6,,,12.0536E-6,82.9631E+3,
,1.9963E+0,480.4803E-9,107.5616E-3,1.7915E-6,6.8400E-6,,,16.6554E-6,60.0407E+3,
,2.0092E+0,348.6233E-9,104.6400E-3,2.6148E-6,6.8450E-6,,,24.9881E-6,40.0190E+3,
